x,y,z,proc_id
8596,5840,14,777ed45c2415a14eb535e77f04a956e1
2148,1460,12,661799d36cdb4717841b6efe6d6acd04
2147,1459,12,777ed45c2415a14eb535e77f04a956e1
2149,1460,12,661799d36cdb4717841b6efe6d6acd04
2150,1459,12,777ed45c2415a14eb535e77f04a956e1
1071,732,11,777ed45c2415a14eb535e77f04a956e1
1070,733,11,777ed45c2415a14eb535e77f04a956e1
1071,731,11,777ed45c2415a14eb535e77f04a956e1
267,183,9,661799d36cdb4717841b6efe6d6acd04
8596,5841,14,777ed45c2415a14eb535e77f04a956e1
8595,5843,14,777ed45c2415a14eb535e77f04a956e1
8594,5843,14,777ed45c2415a14eb535e77f04a956e1
1070,731,11,777ed45c2415a14eb535e77f04a956e1
1071,734,11,777ed45c2415a14eb535e77f04a956e1
1072,731,11,777ed45c2415a14eb535e77f04a956e1
8593,5843,14,661799d36cdb4717841b6efe6d6acd04
8596,5841,14,661799d36cdb4717841b6efe6d6acd04
1069,734,11,777ed45c2415a14eb535e77f04a956e1
1072,734,11,777ed45c2415a14eb535e77f04a956e1
1073,733,11,777ed45c2415a14eb535e77f04a956e1
34378,23365,16,777ed45c2415a14eb535e77f04a956e1
34379,23365,16,777ed45c2415a14eb535e77f04a956e1
34378,23364,16,661799d36cdb4717841b6efe6d6acd04
34378,23363,16,661799d36cdb4717841b6efe6d6acd04
34378,23365,16,661799d36cdb4717841b6efe6d6acd04
34377,23365,16,777ed45c2415a14eb535e77f04a956e1
34378,23364,16,661799d36cdb4717841b6efe6d6acd04
34379,23365,16,661799d36cdb4717841b6efe6d6acd04
34378,23365,16,661799d36cdb4717841b6efe6d6acd04
34379,23364,16,661799d36cdb4717841b6efe6d6acd04
1072,731,11,661799d36cdb4717841b6efe6d6acd04
4287,2926,13,777ed45c2415a14eb535e77f04a956e1
4289,2926,13,777ed45c2415a14eb535e77f04a956e1
137514,93458,18,777ed45c2415a14eb535e77f04a956e1
137513,93458,18,777ed45c2415a14eb535e77f04a956e1
137514,93457,18,777ed45c2415a14eb535e77f04a956e1
137513,93457,18,777ed45c2415a14eb535e77f04a956e1
34378,23365,16,777ed45c2415a14eb535e77f04a956e1
137514,93458,18,661799d36cdb4717841b6efe6d6acd04
268,181,9,777ed45c2415a14eb535e77f04a956e1
68757,46729,17,661799d36cdb4717841b6efe6d6acd04
68756,46728,17,661799d36cdb4717841b6efe6d6acd04
267,184,9,777ed45c2415a14eb535e77f04a956e1
267,180,9,777ed45c2415a14eb535e77f04a956e1
268,185,9,777ed45c2415a14eb535e77f04a956e1
137513,93460,18,777ed45c2415a14eb535e77f04a956e1
137512,93459,18,777ed45c2415a14eb535e77f04a956e1
137515,93458,18,777ed45c2415a14eb535e77f04a956e1
68756,46730,17,777ed45c2415a14eb535e77f04a956e1
34377,23365,16,777ed45c2415a14eb535e77f04a956e1
68757,46730,17,777ed45c2415a14eb535e77f04a956e1
137514,93460,18,777ed45c2415a14eb535e77f04a956e1
34377,23364,16,777ed45c2415a14eb535e77f04a956e1
4288,2928,13,777ed45c2415a14eb535e77f04a956e1
4287,2925,13,777ed45c2415a14eb535e77f04a956e1
4286,2927,13,777ed45c2415a14eb535e77f04a956e1
4288,2924,13,777ed45c2415a14eb535e77f04a956e1
1070,733,11,777ed45c2415a14eb535e77f04a956e1
1070,734,11,777ed45c2415a14eb535e77f04a956e1
68756,46730,17,661799d36cdb4717841b6efe6d6acd04
4286,2925,13,777ed45c2415a14eb535e77f04a956e1
34378,23364,16,777ed45c2415a14eb535e77f04a956e1
4289,2924,13,777ed45c2415a14eb535e77f04a956e1
34379,23364,16,777ed45c2415a14eb535e77f04a956e1
34378,23365,16,661799d36cdb4717841b6efe6d6acd04
4289,2928,13,777ed45c2415a14eb535e77f04a956e1
4290,2927,13,777ed45c2415a14eb535e77f04a956e1
34378,23364,16,661799d36cdb4717841b6efe6d6acd04
4278,2934,13,777ed45c2415a14eb535e77f04a956e1
4279,2934,13,777ed45c2415a14eb535e77f04a956e1
267,182,9,661799d36cdb4717841b6efe6d6acd04
4277,2934,13,777ed45c2415a14eb535e77f04a956e1
34379,23365,16,661799d36cdb4717841b6efe6d6acd04
34378,23366,16,661799d36cdb4717841b6efe6d6acd04
267,182,9,777ed45c2415a14eb535e77f04a956e1
4286,2928,13,777ed45c2415a14eb535e77f04a956e1
267,183,9,777ed45c2415a14eb535e77f04a956e1
4286,2924,13,777ed45c2415a14eb535e77f04a956e1
268,181,9,661799d36cdb4717841b6efe6d6acd04
267,184,9,661799d36cdb4717841b6efe6d6acd04
268,184,9,661799d36cdb4717841b6efe6d6acd04
34379,23364,16,661799d36cdb4717841b6efe6d6acd04
268,180,9,661799d36cdb4717841b6efe6d6acd04
4288,2926,13,661799d36cdb4717841b6efe6d6acd04
268,185,9,661799d36cdb4717841b6efe6d6acd04
4279,2935,13,777ed45c2415a14eb535e77f04a956e1
4278,2933,13,777ed45c2415a14eb535e77f04a956e1
34378,23363,16,777ed45c2415a14eb535e77f04a956e1
34379,23366,16,661799d36cdb4717841b6efe6d6acd04
266,181,9,777ed45c2415a14eb535e77f04a956e1
266,183,9,777ed45c2415a14eb535e77f04a956e1
266,180,9,777ed45c2415a14eb535e77f04a956e1
4279,2933,13,777ed45c2415a14eb535e77f04a956e1
34380,23364,16,777ed45c2415a14eb535e77f04a956e1
266,183,9,661799d36cdb4717841b6efe6d6acd04
266,181,9,661799d36cdb4717841b6efe6d6acd04
4277,2936,13,777ed45c2415a14eb535e77f04a956e1
4289,2925,13,661799d36cdb4717841b6efe6d6acd04
269,183,9,661799d36cdb4717841b6efe6d6acd04
269,182,9,661799d36cdb4717841b6efe6d6acd04
34380,23365,16,777ed45c2415a14eb535e77f04a956e1
34380,23363,16,777ed45c2415a14eb535e77f04a956e1
266,184,9,661799d36cdb4717841b6efe6d6acd04
4278,2937,13,777ed45c2415a14eb535e77f04a956e1
537,368,10,777ed45c2415a14eb535e77f04a956e1
4279,2932,13,777ed45c2415a14eb535e77f04a956e1
4287,2925,13,661799d36cdb4717841b6efe6d6acd04
1071,732,11,661799d36cdb4717841b6efe6d6acd04
4287,2927,13,661799d36cdb4717841b6efe6d6acd04
34379,23362,16,777ed45c2415a14eb535e77f04a956e1
34381,23364,16,777ed45c2415a14eb535e77f04a956e1
1072,732,11,777ed45c2415a14eb535e77f04a956e1
4277,2937,13,777ed45c2415a14eb535e77f04a956e1
4278,2934,13,661799d36cdb4717841b6efe6d6acd04
4279,2937,13,777ed45c2415a14eb535e77f04a956e1
4278,2935,13,661799d36cdb4717841b6efe6d6acd04
4288,2928,13,661799d36cdb4717841b6efe6d6acd04
4286,2926,13,661799d36cdb4717841b6efe6d6acd04
537,366,10,777ed45c2415a14eb535e77f04a956e1
4289,2927,13,661799d36cdb4717841b6efe6d6acd04
4279,2934,13,661799d36cdb4717841b6efe6d6acd04
4277,2935,13,661799d36cdb4717841b6efe6d6acd04
4279,2935,13,661799d36cdb4717841b6efe6d6acd04
537,364,10,777ed45c2415a14eb535e77f04a956e1
4278,2936,13,661799d36cdb4717841b6efe6d6acd04
4289,2924,13,661799d36cdb4717841b6efe6d6acd04
4290,2925,13,661799d36cdb4717841b6efe6d6acd04
34379,23367,16,777ed45c2415a14eb535e77f04a956e1
534,365,10,777ed45c2415a14eb535e77f04a956e1
4279,2933,13,661799d36cdb4717841b6efe6d6acd04
34377,23362,16,777ed45c2415a14eb535e77f04a956e1
34377,23363,16,661799d36cdb4717841b6efe6d6acd04
34380,23364,16,661799d36cdb4717841b6efe6d6acd04
538,364,10,777ed45c2415a14eb535e77f04a956e1
34379,23363,16,661799d36cdb4717841b6efe6d6acd04
535,366,10,777ed45c2415a14eb535e77f04a956e1
4290,2927,13,661799d36cdb4717841b6efe6d6acd04
535,363,10,777ed45c2415a14eb535e77f04a956e1
534,366,10,777ed45c2415a14eb535e77f04a956e1
536,368,10,777ed45c2415a14eb535e77f04a956e1
535,368,10,777ed45c2415a14eb535e77f04a956e1
17190,11682,15,777ed45c2415a14eb535e77f04a956e1
537,368,10,777ed45c2415a14eb535e77f04a956e1
17188,11682,15,777ed45c2415a14eb535e77f04a956e1
534,364,10,777ed45c2415a14eb535e77f04a956e1
8596,5833,14,777ed45c2415a14eb535e77f04a956e1
8596,5835,14,777ed45c2415a14eb535e77f04a956e1
538,368,10,777ed45c2415a14eb535e77f04a956e1
4287,2928,13,661799d36cdb4717841b6efe6d6acd04
8596,5837,14,777ed45c2415a14eb535e77f04a956e1
4278,2932,13,661799d36cdb4717841b6efe6d6acd04
17189,11681,15,777ed45c2415a14eb535e77f04a956e1
536,365,10,777ed45c2415a14eb535e77f04a956e1
4287,2924,13,661799d36cdb4717841b6efe6d6acd04
8596,5836,14,661799d36cdb4717841b6efe6d6acd04
536,366,10,661799d36cdb4717841b6efe6d6acd04
4278,2937,13,661799d36cdb4717841b6efe6d6acd04
535,365,10,661799d36cdb4717841b6efe6d6acd04
4290,2928,13,661799d36cdb4717841b6efe6d6acd04
4290,2923,13,777ed45c2415a14eb535e77f04a956e1
4290,2924,13,661799d36cdb4717841b6efe6d6acd04
1071,731,11,777ed45c2415a14eb535e77f04a956e1
4279,2932,13,661799d36cdb4717841b6efe6d6acd04
8596,5833,14,661799d36cdb4717841b6efe6d6acd04
2142,1464,12,777ed45c2415a14eb535e77f04a956e1
4289,2923,13,777ed45c2415a14eb535e77f04a956e1
4291,2924,13,777ed45c2415a14eb535e77f04a956e1
2141,1463,12,777ed45c2415a14eb535e77f04a956e1
17190,11684,15,777ed45c2415a14eb535e77f04a956e1
4276,2935,13,777ed45c2415a14eb535e77f04a956e1
4279,2937,13,661799d36cdb4717841b6efe6d6acd04
8596,5838,14,661799d36cdb4717841b6efe6d6acd04
4276,2934,13,777ed45c2415a14eb535e77f04a956e1
17189,11683,15,661799d36cdb4717841b6efe6d6acd04
4276,2937,13,777ed45c2415a14eb535e77f04a956e1
17190,11682,15,661799d36cdb4717841b6efe6d6acd04
17188,11683,15,661799d36cdb4717841b6efe6d6acd04
2142,1463,12,777ed45c2415a14eb535e77f04a956e1
8594,5843,14,777ed45c2415a14eb535e77f04a956e1
8595,5843,14,777ed45c2415a14eb535e77f04a956e1
8594,5842,14,777ed45c2415a14eb535e77f04a956e1
8594,5840,14,777ed45c2415a14eb535e77f04a956e1
2140,1465,12,777ed45c2415a14eb535e77f04a956e1
2141,1466,12,777ed45c2415a14eb535e77f04a956e1
4291,2926,13,661799d36cdb4717841b6efe6d6acd04
8596,5843,14,777ed45c2415a14eb535e77f04a956e1
8593,5843,14,777ed45c2415a14eb535e77f04a956e1
4291,2925,13,661799d36cdb4717841b6efe6d6acd04
8594,5840,14,661799d36cdb4717841b6efe6d6acd04
8596,5841,14,661799d36cdb4717841b6efe6d6acd04
17189,11684,15,777ed45c2415a14eb535e77f04a956e1
17188,11681,15,777ed45c2415a14eb535e77f04a956e1
17187,11681,15,777ed45c2415a14eb535e77f04a956e1
4291,2928,13,661799d36cdb4717841b6efe6d6acd04
2141,1462,12,777ed45c2415a14eb535e77f04a956e1
8593,5841,14,661799d36cdb4717841b6efe6d6acd04
4292,2924,13,777ed45c2415a14eb535e77f04a956e1
17187,11683,15,777ed45c2415a14eb535e77f04a956e1
17188,11680,15,777ed45c2415a14eb535e77f04a956e1
4278,2938,13,777ed45c2415a14eb535e77f04a956e1
4292,2926,13,777ed45c2415a14eb535e77f04a956e1
17188,11682,15,661799d36cdb4717841b6efe6d6acd04
17188,11683,15,661799d36cdb4717841b6efe6d6acd04
17188,11681,15,661799d36cdb4717841b6efe6d6acd04
17189,11681,15,661799d36cdb4717841b6efe6d6acd04
4276,2934,13,661799d36cdb4717841b6efe6d6acd04
268,182,9,661799d36cdb4717841b6efe6d6acd04
34376,23363,16,777ed45c2415a14eb535e77f04a956e1
34378,23367,16,777ed45c2415a14eb535e77f04a956e1
34376,23364,16,777ed45c2415a14eb535e77f04a956e1
4292,2929,13,777ed45c2415a14eb535e77f04a956e1
8564,5857,14,777ed45c2415a14eb535e77f04a956e1
4282,2930,13,777ed45c2415a14eb535e77f04a956e1
8561,5860,14,777ed45c2415a14eb535e77f04a956e1
8562,5860,14,777ed45c2415a14eb535e77f04a956e1
4291,2929,13,777ed45c2415a14eb535e77f04a956e1
4281,2930,13,777ed45c2415a14eb535e77f04a956e1
4276,2933,13,661799d36cdb4717841b6efe6d6acd04
267,182,9,777ed45c2415a14eb535e77f04a956e1
265,183,9,777ed45c2415a14eb535e77f04a956e1
265,181,9,777ed45c2415a14eb535e77f04a956e1
270,181,9,777ed45c2415a14eb535e77f04a956e1
8563,5860,14,777ed45c2415a14eb535e77f04a956e1
267,184,9,777ed45c2415a14eb535e77f04a956e1
269,180,9,661799d36cdb4717841b6efe6d6acd04
265,182,9,777ed45c2415a14eb535e77f04a956e1
269,181,9,661799d36cdb4717841b6efe6d6acd04
270,180,9,777ed45c2415a14eb535e77f04a956e1
4276,2938,13,661799d36cdb4717841b6efe6d6acd04
267,185,9,661799d36cdb4717841b6efe6d6acd04
266,181,9,777ed45c2415a14eb535e77f04a956e1
265,184,9,661799d36cdb4717841b6efe6d6acd04
4287,2929,13,777ed45c2415a14eb535e77f04a956e1
34376,23367,16,777ed45c2415a14eb535e77f04a956e1
8562,5861,14,777ed45c2415a14eb535e77f04a956e1
265,180,9,777ed45c2415a14eb535e77f04a956e1
265,181,9,661799d36cdb4717841b6efe6d6acd04
8563,5858,14,777ed45c2415a14eb535e77f04a956e1
4289,2929,13,777ed45c2415a14eb535e77f04a956e1
270,185,9,661799d36cdb4717841b6efe6d6acd04
8561,5861,14,777ed45c2415a14eb535e77f04a956e1
269,184,9,777ed45c2415a14eb535e77f04a956e1
4275,2934,13,777ed45c2415a14eb535e77f04a956e1
8560,5861,14,777ed45c2415a14eb535e77f04a956e1
266,183,9,777ed45c2415a14eb535e77f04a956e1
1069,732,11,777ed45c2415a14eb535e77f04a956e1
265,182,9,661799d36cdb4717841b6efe6d6acd04
1068,732,11,777ed45c2415a14eb535e77f04a956e1
267,182,9,661799d36cdb4717841b6efe6d6acd04
268,184,9,777ed45c2415a14eb535e77f04a956e1
269,183,9,777ed45c2415a14eb535e77f04a956e1
270,182,9,777ed45c2415a14eb535e77f04a956e1
1070,732,11,777ed45c2415a14eb535e77f04a956e1
4275,2933,13,777ed45c2415a14eb535e77f04a956e1
266,182,9,661799d36cdb4717841b6efe6d6acd04
4275,2933,13,661799d36cdb4717841b6efe6d6acd04
1068,731,11,777ed45c2415a14eb535e77f04a956e1
34375,23363,16,777ed45c2415a14eb535e77f04a956e1
1069,731,11,777ed45c2415a14eb535e77f04a956e1
4292,2929,13,661799d36cdb4717841b6efe6d6acd04
269,181,9,777ed45c2415a14eb535e77f04a956e1
267,184,9,661799d36cdb4717841b6efe6d6acd04
266,185,9,661799d36cdb4717841b6efe6d6acd04
4292,2926,13,661799d36cdb4717841b6efe6d6acd04
1069,735,11,777ed45c2415a14eb535e77f04a956e1
4278,2938,13,661799d36cdb4717841b6efe6d6acd04
266,182,9,777ed45c2415a14eb535e77f04a956e1
268,181,9,661799d36cdb4717841b6efe6d6acd04
266,180,9,661799d36cdb4717841b6efe6d6acd04
34380,23367,16,777ed45c2415a14eb535e77f04a956e1
1069,734,11,661799d36cdb4717841b6efe6d6acd04
268,180,9,777ed45c2415a14eb535e77f04a956e1
2138,1468,12,777ed45c2415a14eb535e77f04a956e1
2139,1468,12,777ed45c2415a14eb535e77f04a956e1
267,180,9,661799d36cdb4717841b6efe6d6acd04
2138,1467,12,777ed45c2415a14eb535e77f04a956e1
2137,1468,12,777ed45c2415a14eb535e77f04a956e1
268,184,9,661799d36cdb4717841b6efe6d6acd04
4292,2928,13,661799d36cdb4717841b6efe6d6acd04
2139,1466,12,777ed45c2415a14eb535e77f04a956e1
265,180,9,661799d36cdb4717841b6efe6d6acd04
2138,1469,12,777ed45c2415a14eb535e77f04a956e1
536,366,10,777ed45c2415a14eb535e77f04a956e1
34376,23366,16,661799d36cdb4717841b6efe6d6acd04
535,366,10,777ed45c2415a14eb535e77f04a956e1
266,184,9,777ed45c2415a14eb535e77f04a956e1
2138,1468,12,661799d36cdb4717841b6efe6d6acd04
8559,5860,14,777ed45c2415a14eb535e77f04a956e1
536,364,10,777ed45c2415a14eb535e77f04a956e1
534,365,10,777ed45c2415a14eb535e77f04a956e1
534,366,10,777ed45c2415a14eb535e77f04a956e1
8554,5870,14,777ed45c2415a14eb535e77f04a956e1
8554,5874,14,661799d36cdb4717841b6efe6d6acd04
8553,5872,14,777ed45c2415a14eb535e77f04a956e1
34377,23363,16,661799d36cdb4717841b6efe6d6acd04
536,367,10,777ed45c2415a14eb535e77f04a956e1
265,185,9,777ed45c2415a14eb535e77f04a956e1
535,365,10,661799d36cdb4717841b6efe6d6acd04
8564,5860,14,777ed45c2415a14eb535e77f04a956e1
34377,23367,16,661799d36cdb4717841b6efe6d6acd04
2145,1464,12,777ed45c2415a14eb535e77f04a956e1
2144,1464,12,777ed45c2415a14eb535e77f04a956e1
8553,5873,14,777ed45c2415a14eb535e77f04a956e1
8554,5871,14,777ed45c2415a14eb535e77f04a956e1
34376,23363,16,661799d36cdb4717841b6efe6d6acd04
2146,1464,12,777ed45c2415a14eb535e77f04a956e1
34375,23365,16,661799d36cdb4717841b6efe6d6acd04
4292,2925,13,661799d36cdb4717841b6efe6d6acd04
8554,5874,14,777ed45c2415a14eb535e77f04a956e1
8554,5872,14,777ed45c2415a14eb535e77f04a956e1
8554,5873,14,777ed45c2415a14eb535e77f04a956e1
2146,1462,12,777ed45c2415a14eb535e77f04a956e1
2143,1462,12,777ed45c2415a14eb535e77f04a956e1
34217,23493,16,777ed45c2415a14eb535e77f04a956e1
17188,11684,15,777ed45c2415a14eb535e77f04a956e1
17187,11682,15,777ed45c2415a14eb535e77f04a956e1
34217,23492,16,777ed45c2415a14eb535e77f04a956e1
17188,11682,15,661799d36cdb4717841b6efe6d6acd04
34218,23493,16,777ed45c2415a14eb535e77f04a956e1
2144,1462,12,777ed45c2415a14eb535e77f04a956e1
2147,1462,12,777ed45c2415a14eb535e77f04a956e1
2143,1465,12,777ed45c2415a14eb535e77f04a956e1
2145,1466,12,777ed45c2415a14eb535e77f04a956e1
34216,23494,16,777ed45c2415a14eb535e77f04a956e1
17189,11683,15,661799d36cdb4717841b6efe6d6acd04
8592,5839,14,777ed45c2415a14eb535e77f04a956e1
8593,5839,14,661799d36cdb4717841b6efe6d6acd04
8594,5839,14,661799d36cdb4717841b6efe6d6acd04
2146,1461,12,777ed45c2415a14eb535e77f04a956e1
17187,11682,15,661799d36cdb4717841b6efe6d6acd04
34217,23493,16,661799d36cdb4717841b6efe6d6acd04
8595,5839,14,661799d36cdb4717841b6efe6d6acd04
34217,23492,16,661799d36cdb4717841b6efe6d6acd04
17187,11684,15,661799d36cdb4717841b6efe6d6acd04
8561,5859,14,661799d36cdb4717841b6efe6d6acd04
2146,1466,12,777ed45c2415a14eb535e77f04a956e1
17189,11684,15,661799d36cdb4717841b6efe6d6acd04
2143,1461,12,777ed45c2415a14eb535e77f04a956e1
17109,11745,15,777ed45c2415a14eb535e77f04a956e1
17108,11745,15,777ed45c2415a14eb535e77f04a956e1
8563,5857,14,777ed45c2415a14eb535e77f04a956e1
8595,5839,14,777ed45c2415a14eb535e77f04a956e1
8593,5839,14,777ed45c2415a14eb535e77f04a956e1
4291,2930,13,777ed45c2415a14eb535e77f04a956e1
4280,2930,13,777ed45c2415a14eb535e77f04a956e1
4279,2929,13,777ed45c2415a14eb535e77f04a956e1
17186,11683,15,777ed45c2415a14eb535e77f04a956e1
8562,5860,14,661799d36cdb4717841b6efe6d6acd04
2144,1466,12,777ed45c2415a14eb535e77f04a956e1
17188,11680,15,777ed45c2415a14eb535e77f04a956e1
4293,2928,13,777ed45c2415a14eb535e77f04a956e1
17108,11746,15,661799d36cdb4717841b6efe6d6acd04
8583,5855,14,777ed45c2415a14eb535e77f04a956e1
17108,11745,15,661799d36cdb4717841b6efe6d6acd04
4290,2930,13,777ed45c2415a14eb535e77f04a956e1
4281,2928,13,777ed45c2415a14eb535e77f04a956e1
8582,5855,14,777ed45c2415a14eb535e77f04a956e1
17188,11685,15,777ed45c2415a14eb535e77f04a956e1
17109,11745,15,661799d36cdb4717841b6efe6d6acd04
17109,11746,15,661799d36cdb4717841b6efe6d6acd04
4293,2926,13,777ed45c2415a14eb535e77f04a956e1
4289,2930,13,777ed45c2415a14eb535e77f04a956e1
4281,2930,13,777ed45c2415a14eb535e77f04a956e1
17107,11746,15,777ed45c2415a14eb535e77f04a956e1
17189,11680,15,777ed45c2415a14eb535e77f04a956e1
17187,11685,15,777ed45c2415a14eb535e77f04a956e1
17107,11747,15,777ed45c2415a14eb535e77f04a956e1
8582,5854,14,777ed45c2415a14eb535e77f04a956e1
4292,2930,13,777ed45c2415a14eb535e77f04a956e1
4293,2925,13,777ed45c2415a14eb535e77f04a956e1
17108,11748,15,777ed45c2415a14eb535e77f04a956e1
4282,2928,13,777ed45c2415a14eb535e77f04a956e1
17107,11744,15,777ed45c2415a14eb535e77f04a956e1
17186,11680,15,777ed45c2415a14eb535e77f04a956e1
17108,11744,15,777ed45c2415a14eb535e77f04a956e1
17190,11680,15,777ed45c2415a14eb535e77f04a956e1
4289,2930,13,661799d36cdb4717841b6efe6d6acd04
8582,5856,14,777ed45c2415a14eb535e77f04a956e1
4293,2928,13,661799d36cdb4717841b6efe6d6acd04
17107,11748,15,777ed45c2415a14eb535e77f04a956e1
4278,2930,13,777ed45c2415a14eb535e77f04a956e1
17109,11748,15,777ed45c2415a14eb535e77f04a956e1
8591,5840,14,777ed45c2415a14eb535e77f04a956e1
17188,11681,15,661799d36cdb4717841b6efe6d6acd04
8583,5853,14,777ed45c2415a14eb535e77f04a956e1
8581,5855,14,777ed45c2415a14eb535e77f04a956e1
8593,5841,14,661799d36cdb4717841b6efe6d6acd04
17187,11681,15,661799d36cdb4717841b6efe6d6acd04
17107,11746,15,661799d36cdb4717841b6efe6d6acd04
8585,5855,14,777ed45c2415a14eb535e77f04a956e1
17186,11682,15,661799d36cdb4717841b6efe6d6acd04
17190,11682,15,661799d36cdb4717841b6efe6d6acd04
17108,11748,15,661799d36cdb4717841b6efe6d6acd04
4280,2929,13,661799d36cdb4717841b6efe6d6acd04
8582,5853,14,777ed45c2415a14eb535e77f04a956e1
17186,11683,15,661799d36cdb4717841b6efe6d6acd04
8592,5841,14,777ed45c2415a14eb535e77f04a956e1
4279,2929,13,661799d36cdb4717841b6efe6d6acd04
8591,5841,14,777ed45c2415a14eb535e77f04a956e1
17188,11680,15,661799d36cdb4717841b6efe6d6acd04
4293,2927,13,661799d36cdb4717841b6efe6d6acd04
4281,2929,13,661799d36cdb4717841b6efe6d6acd04
17109,11744,15,661799d36cdb4717841b6efe6d6acd04
17190,11681,15,661799d36cdb4717841b6efe6d6acd04
8595,5840,14,661799d36cdb4717841b6efe6d6acd04
